0,4,26,118,36,18,15,31,2,8,36
1,4,31,108,36,13,5,19,1,6,36
1,2,8,31,151,36,12,41,2,3,151
1,2,3,16,270,41,6,39,1,2,270
0,4,35,125,17,9,7,14,2,7,17
1,4,29,77,36,15,6,14,1,6,36
1,3,1,8,336,42,4,32,1,2,336
1,2,0,0,177,37,3,8,1,1,177
0,3,17,89,63,25,7,18,1,3,63
0,4,34,171,39,10,6,17,2,4,39
1,4,35,100,42,9,8,36,5,5,42
1,4,33,102,34,11,4,17,1,5,34
1,2,15,56,161,29,9,43,3,1,161
0,2,0,0,134,17,3,22,1,1,134
0,2,23,110,69,21,6,9,1,2,69
0,2,29,134,53,15,5,16,1,1,53
1,2,15,112,162,29,4,16,1,1,162
0,3,32,158,37,12,6,16,2,2,37
1,2,0,0,181,31,8,45,3,1,181
0,4,33,105,32,11,5,14,3,3,32
1,2,0,0,188,28,6,15,1,1,188
0,4,34,162,29,10,8,25,1,5,29
1,2,2,10,307,42,7,53,1,1,307
1,2,14,38,151,30,10,47,2,1,151
1,4,21,77,67,23,6,26,1,4,67
1,2,14,38,151,30,10,50,2,1,151
0,3,26,173,23,8,4,11,1,2,23
1,2,2,14,297,42,4,16,1,2,297
1,2,2,6,205,42,4,12,1,1,205
0,4,33,140,31,11,9,26,2,6,31
0,3,32,133,57,12,5,15,2,3,57
1,2,0,0,188,33,10,29,1,1,188
1,4,20,61,73,24,10,28,2,6,73
0,4,35,132,30,9,6,24,2,6,30
1,4,17,70,92,27,11,32,1,5,92
0,4,23,98,54,21,13,31,1,7,54
1,3,16,64,146,28,7,19,1,3,146
1,3,21,101,118,23,9,32,1,5,118
0,3,25,125,98,19,7,23,1,3,98
1,2,0,0,205,30,8,42,2,1,205
1,4,22,83,82,22,11,41,2,7,82
1,3,20,106,71,19,13,58,2,4,71
0,4,31,100,21,13,12,20,2,9,21
1,3,13,65,145,30,8,35,2,2,145
1,3,15,79,179,29,8,45,3,3,179
0,4,30,163,76,14,5,21,1,3,76
1,3,18,134,139,26,9,42,1,3,139
1,4,13,53,112,31,6,23,2,4,112
0,2,0,0,56,10,6,35,3,1,56
0,4,33,105,28,11,7,16,1,4,28
0,2,0,0,110,20,6,28,1,1,110
1,4,36,102,34,8,4,14,1,3,34
1,3,23,121,146,21,9,55,2,2,146
1,2,16,55,189,28,12,69,4,2,189
1,4,23,100,84,21,11,41,1,6,84
1,4,27,75,41,17,11,25,3,5,41
1,2,0,0,232,34,7,35,1,1,232
1,2,0,0,214,34,5,18,1,1,214
1,2,0,0,102,31,6,12,1,1,102
0,2,0,0,89,15,5,23,1,1,89
1,4,32,102,34,12,6,16,1,3,34
1,4,25,82,84,19,4,21,1,5,84
1,4,11,62,109,33,13,58,1,5,109
1,2,11,51,177,33,5,17,1,1,177
1,4,19,88,77,25,12,32,1,6,77
1,4,34,104,34,10,4,18,1,5,34
1,2,8,42,184,36,11,35,3,3,184
1,4,25,140,105,19,7,27,1,6,105
1,4,19,77,88,25,11,46,1,6,88
0,2,25,149,44,19,9,17,1,2,44
0,4,32,125,21,12,9,14,1,6,21
1,4,18,57,73,26,12,28,1,6,73
1,3,15,64,204,29,6,35,2,3,204
1,4,29,90,34,15,9,19,1,3,34
0,2,0,0,136,17,3,24,1,1,136
1,3,1,7,133,31,8,25,1,2,133
1,2,0,0,242,35,3,16,1,1,242
0,4,30,82,34,14,8,21,1,3,34
1,2,0,0,117,34,7,12,1,1,117
0,2,0,0,106,17,4,20,1,1,106
1,4,22,98,84,22,11,47,1,6,84
1,2,9,29,219,35,9,43,2,3,219
1,4,18,71,67,26,7,20,1,3,67
1,4,30,102,34,14,5,13,1,3,34
0,3,30,145,16,7,5,12,1,3,16
1,3,5,22,115,26,14,33,4,2,115
1,3,14,61,156,30,11,43,2,5,156
0,3,37,214,36,7,3,12,1,2,36
0,4,36,117,30,8,8,30,1,3,30
0,3,24,153,91,15,5,16,2,3,91
0,2,0,0,40,8,4,15,1,1,40
1,4,26,127,103,18,6,34,1,3,103
0,2,38,275,21,6,4,12,2,1,21
1,2,0,0,124,23,5,17,1,1,124
0,4,32,121,50,12,4,16,1,3,50
1,2,0,0,302,43,4,19,1,1,302
1,4,18,90,92,26,16,60,2,7,92
0,3,32,185,76,12,5,30,1,4,76
1,2,4,21,297,40,2,15,1,1,297
0,2,0,0,135,19,3,12,1,1,135
0,4,34,100,30,10,10,30,5,4,30
1,4,23,74,60,21,12,34,3,8,60
1,4,22,88,61,22,11,31,1,7,61
1,2,3,17,303,41,4,29,1,2,303
1,2,0,0,169,31,8,21,1,1,169
1,4,30,103,46,14,6,17,1,4,46
1,4,24,99,68,20,7,25,1,3,68
1,2,12,66,203,32,10,47,1,2,203
0,2,0,0,83,16,6,20,1,1,83
0,3,24,84,63,20,5,9,1,2,63
1,2,6,25,219,38,9,35,1,3,219
1,3,18,82,139,26,7,25,1,3,139
0,4,35,118,34,9,2,10,1,3,34
1,2,12,37,144,32,12,42,2,2,144
0,3,32,185,76,12,5,30,1,4,76
0,4,26,107,49,18,13,36,2,4,49
0,2,35,177,31,9,5,22,1,2,31
0,2,43,317,8,1,1,8,1,1,8
1,4,25,76,60,19,11,34,3,9,60
1,4,24,166,129,20,5,39,1,3,129
0,4,38,132,32,6,2,11,1,3,32
1,4,21,109,78,23,14,46,1,6,78
0,4,29,94,43,15,12,38,1,4,43
1,2,17,85,111,27,13,49,2,3,111
1,3,13,86,123,22,10,35,1,4,123
0,4,31,140,67,13,6,24,3,3,67
0,3,28,98,57,15,7,31,3,3,57
1,3,3,13,95,23,7,21,3,2,95
1,4,23,82,47,21,9,21,2,6,47
0,4,24,123,84,20,8,52,1,4,84
1,4,21,58,54,23,7,21,1,6,54
1,2,0,0,275,40,5,18,2,1,275
1,4,21,98,74,23,10,29,1,6,74
0,4,33,129,30,11,7,26,1,5,30
1,2,12,81,170,32,7,20,1,2,170
1,2,26,112,78,18,6,20,2,1,78
1,2,12,52,147,32,5,20,1,1,147
1,4,30,123,58,14,7,28,3,4,58
1,3,7,35,211,33,11,39,1,4,211
1,4,35,94,38,9,8,33,4,6,38
1,2,10,42,194,34,5,17,1,1,194
0,2,0,0,63,9,3,17,2,1,63
1,4,28,91,47,16,9,29,2,7,47
1,4,25,96,44,19,6,19,1,6,44
1,3,24,105,93,20,6,20,2,3,93
0,4,28,125,69,16,7,27,3,3,69
1,1,0,0,248,44,0,0,1,0,248
1,3,1,7,295,42,4,21,1,2,295
1,4,26,87,49,18,8,31,1,6,49
1,3,1,8,336,42,4,32,1,2,336
0,2,0,0,99,16,5,25,1,1,99
1,4,36,108,29,8,6,23,2,3,29
1,2,0,0,102,28,4,13,1,1,102
1,3,26,109,118,18,7,35,2,3,118
1,3,10,56,88,25,13,42,1,7,88
0,3,35,167,49,9,4,21,1,2,49
0,4,26,98,46,18,11,27,3,3,46
1,4,32,109,47,12,7,17,2,4,47
1,2,0,0,265,38,6,22,1,1,265
1,3,24,80,80,20,7,23,1,4,80
1,2,10,58,116,34,7,15,1,1,116
1,2,2,10,307,42,7,53,1,1,307
1,2,0,0,165,30,7,22,1,1,165
1,3,12,62,159,29,11,56,1,3,159
1,4,29,101,39,15,11,33,1,6,39
0,4,29,87,31,15,11,21,1,8,31
0,2,0,0,104,15,3,17,1,1,104
1,4,16,83,100,28,17,67,2,7,100
0,4,28,106,54,16,14,46,3,5,54
0,2,20,71,71,24,11,21,1,3,71
1,2,16,90,75,28,11,15,1,1,75
0,2,35,255,44,9,2,9,1,1,44
1,2,3,10,178,41,5,12,1,2,178
0,4,38,234,31,6,4,15,1,3,31
1,2,7,37,142,37,6,10,1,1,142
0,3,24,160,114,20,9,32,2,3,114
0,4,34,133,60,10,2,6,1,4,60
1,3,11,60,174,33,7,28,1,3,174
1,4,19,105,95,25,17,68,1,9,95
1,2,0,0,188,28,6,15,1,1,188
0,3,23,133,52,21,6,24,1,4,52
1,4,23,92,121,21,6,22,1,4,121
0,2,0,0,121,17,4,24,1,1,121
0,4,31,113,24,13,9,13,2,4,24
0,3,32,154,21,12,10,19,1,6,21
1,3,12,44,175,32,8,30,1,4,175
1,4,14,65,145,30,10,50,1,3,145
0,4,31,108,30,13,10,27,1,5,30
1,3,26,79,70,18,6,23,2,3,70
1,4,23,85,44,21,12,25,1,6,44
0,2,0,0,94,23,10,24,1,1,94
1,4,25,106,66,19,4,13,1,4,66
0,2,37,281,37,7,1,4,1,1,37
1,2,0,0,270,39,4,18,1,1,270
1,2,0,0,266,38,6,33,1,1,266
1,3,7,18,169,35,13,54,2,3,169
1,2,0,0,275,39,5,35,1,1,275
1,2,0,0,242,38,4,18,1,1,242
1,2,19,89,103,25,8,37,2,1,103
1,4,21,58,89,23,11,42,3,7,89
1,2,0,0,207,36,9,34,1,1,207
1,2,0,0,111,25,7,27,1,1,111
1,4,17,95,87,27,13,42,1,6,87
1,4,32,94,30,12,6,10,1,4,30
1,2,16,67,197,28,9,49,1,2,197
1,4,23,92,92,21,8,38,1,3,92
0,3,39,302,21,4,2,15,1,2,21
0,3,29,157,79,15,6,22,1,4,79
0,4,37,196,23,7,7,23,1,4,23
1,4,32,100,34,12,7,22,1,4,34
1,4,9,51,109,35,9,28,1,3,109
1,2,0,0,155,28,7,38,3,1,155
0,4,31,139,41,13,7,28,1,4,41
0,4,26,101,40,18,9,20,2,6,40
1,2,0,0,192,30,5,19,1,1,192
0,4,30,95,34,14,9,27,1,3,34
0,4,33,180,34,11,7,15,1,3,34
0,4,35,208,45,9,2,15,1,3,45
0,3,22,75,19,8,3,9,1,2,19
0,4,38,173,36,6,4,25,2,3,36
0,3,32,145,27,12,12,27,3,3,27
0,3,27,121,104,17,4,19,1,2,104
0,4,31,110,37,13,5,16,2,3,37
0,3,23,140,102,21,5,29,1,3,102
1,4,33,110,47,11,6,17,2,4,47
0,3,28,167,27,6,3,10,1,2,27
1,4,23,144,134,21,9,58,1,3,134
0,3,28,181,85,14,4,25,1,2,85
1,3,3,11,125,28,11,39,1,2,125
0,4,30,100,28,14,11,21,1,4,28
1,4,25,106,46,19,7,17,1,5,46
1,4,32,106,46,12,5,21,2,3,46
0,4,33,102,34,11,7,23,1,3,34
1,3,5,20,73,21,6,18,2,2,73
1,2,8,42,219,36,11,35,1,4,219
1,4,26,97,61,18,5,18,1,4,61
1,2,0,0,216,41,9,43,1,1,216
1,3,4,28,162,32,7,23,1,3,162
0,4,36,133,20,8,6,18,1,5,20
0,3,23,101,23,10,7,18,1,2,23
0,2,0,0,83,12,4,24,1,1,83
1,3,19,103,115,25,13,32,1,5,115
1,3,8,33,179,36,6,33,1,2,179
1,3,11,43,179,33,10,47,1,3,179
1,4,17,48,127,27,10,32,2,3,127
0,2,34,193,61,10,4,19,1,1,61
0,4,34,118,27,10,10,27,3,8,27
1,4,16,72,113,28,12,46,3,3,113
1,4,25,103,90,19,14,76,2,6,90
1,3,13,58,121,31,16,51,2,6,121
0,4,33,119,48,11,7,39,1,3,48
1,4,22,93,83,22,15,52,1,6,83
1,4,24,101,75,20,18,70,2,9,75
0,4,30,110,25,14,12,23,3,8,25
0,4,29,114,31,15,6,11,1,5,31
1,4,22,80,78,22,8,23,1,5,78
1,2,17,69,197,27,8,49,2,1,197
0,4,28,171,53,16,9,28,3,4,53
1,2,5,35,231,39,5,27,1,2,231
1,4,24,99,54,20,13,41,1,3,54
0,2,24,123,87,20,3,13,1,1,87
0,3,26,103,61,18,7,22,1,4,61
0,4,34,163,34,10,6,13,2,3,34
0,2,0,0,140,18,2,14,1,1,140
1,4,24,94,88,20,10,45,1,4,88
0,2,0,0,82,17,7,22,1,1,82
1,4,23,130,121,21,7,33,2,4,121
0,3,25,163,60,14,6,25,2,2,60
1,4,31,96,34,13,6,18,1,5,34
0,4,32,183,42,12,7,26,2,5,42
1,2,0,0,209,41,9,32,1,1,209
1,3,8,27,225,33,8,36,1,2,225
0,2,29,175,89,15,4,20,1,1,89
0,3,10,54,42,22,12,17,2,4,42
1,4,31,116,79,13,10,62,3,4,79
0,3,19,94,63,22,8,27,1,3,63
1,3,6,23,181,38,13,49,1,4,181
0,4,30,146,41,14,10,20,2,4,41
0,4,33,153,20,11,9,17,2,4,20
1,2,0,0,275,40,5,18,2,1,275
1,2,2,10,307,42,7,53,1,1,307
1,3,4,19,220,38,8,17,1,2,220
0,4,33,134,42,11,4,18,2,3,42
0,3,26,86,12,5,4,11,1,2,12
1,3,13,47,187,31,9,36,3,2,187
1,3,25,94,93,19,6,33,1,4,93
0,4,28,100,34,16,11,21,1,3,34
0,3,30,223,36,5,2,16,1,2,36
1,2,2,7,185,42,6,19,1,1,185
0,4,36,158,27,8,7,20,2,6,27
1,2,19,74,116,25,6,30,1,1,116
0,3,22,138,107,22,7,21,1,3,107
0,4,27,136,89,17,9,56,1,4,89
0,2,0,0,133,20,3,13,1,1,133
0,4,38,172,34,6,4,19,3,3,34
0,4,38,132,32,6,2,11,1,3,32
0,2,0,0,142,20,4,14,2,1,142
0,2,0,0,12,4,3,11,1,1,12
1,4,38,102,34,6,4,23,1,3,34
0,2,41,285,21,3,2,13,2,1,21
1,3,18,108,125,26,12,50,2,5,125
1,2,13,64,133,31,8,12,1,2,133
0,4,37,113,23,7,6,22,2,6,23
0,4,32,108,44,12,6,21,3,6,44
0,4,26,93,38,18,17,37,1,10,38
1,4,27,73,34,17,7,14,1,4,34
0,4,26,102,54,18,8,17,1,3,54
0,2,0,0,40,7,3,18,1,1,40
1,2,15,112,162,29,4,22,1,1,162
0,3,29,196,85,13,4,23,1,2,85
1,3,19,91,143,25,7,32,2,2,143
1,3,4,24,208,37,10,44,1,2,208
1,4,28,98,50,16,10,36,1,6,50
0,2,0,0,30,5,3,14,1,1,30
1,2,0,0,244,38,5,16,1,1,244
1,4,20,74,71,24,3,11,1,3,71
1,2,0,0,124,23,5,17,1,1,124
0,4,37,166,15,7,7,15,3,6,15
1,2,20,49,101,24,9,26,3,1,101
1,4,30,96,48,14,5,15,2,3,48
0,4,35,115,19,9,7,17,1,4,19
1,2,11,65,196,33,11,37,2,4,196
1,2,12,61,133,32,9,12,1,2,133
0,4,25,96,52,19,8,22,1,4,52
0,2,22,82,69,22,8,15,1,2,69
0,4,33,147,64,11,4,23,2,4,64
0,3,21,146,114,23,9,29,2,4,114
0,4,34,147,35,10,10,35,3,6,35
1,3,8,27,225,33,8,36,1,2,225
1,2,0,0,232,36,7,24,2,1,232
1,2,10,46,192,34,11,46,2,3,192
0,4,35,116,30,9,9,30,1,3,30
0,4,28,128,37,16,14,32,4,5,37
1,2,15,82,111,29,11,42,2,3,111
1,3,11,67,88,22,13,26,1,6,88
1,4,23,114,78,21,12,46,1,7,78
1,4,13,61,170,31,13,58,1,5,170
0,3,30,138,72,14,5,19,1,3,72
0,2,37,249,54,7,3,22,2,1,54
1,2,0,0,265,38,6,22,1,1,265
0,3,35,137,24,9,4,14,1,2,24
1,2,8,39,190,36,6,10,1,1,190
1,2,0,0,169,27,5,24,1,1,169
0,3,26,119,104,18,4,18,1,2,104
0,3,24,150,84,20,8,20,1,4,84
0,4,32,138,31,12,9,25,2,6,31
1,3,4,21,314,40,3,20,1,2,314
0,4,37,125,43,7,1,2,1,3,43
0,3,17,115,46,8,2,12,1,2,46
0,4,29,83,34,15,11,22,1,5,34
1,2,0,0,193,33,9,30,1,1,193
1,2,0,0,229,33,4,17,1,1,229
1,2,12,36,151,32,10,47,2,2,151
1,2,8,34,212,36,9,48,4,2,212
0,2,0,0,104,16,3,16,1,1,104
1,2,8,41,192,36,10,37,1,3,192
1,4,25,95,46,19,11,29,1,5,46
1,2,20,93,97,24,7,35,2,1,97
0,3,35,140,17,9,8,16,1,3,17
1,4,24,125,111,20,11,72,1,4,111
1,2,7,30,144,37,14,39,2,3,144
1,2,20,93,97,24,7,35,2,1,97
0,3,18,133,47,8,2,11,1,2,47
1,3,18,68,121,26,13,56,4,4,121
0,2,0,0,99,13,3,19,1,1,99
1,4,31,98,47,13,11,43,4,6,47
0,3,29,196,85,13,4,23,1,2,85
0,2,28,104,71,16,8,27,2,1,71
0,4,38,161,19,6,6,19,2,6,19
1,2,2,10,148,42,6,9,1,2,148
1,4,17,107,122,27,11,46,1,5,122
1,3,14,69,174,30,9,38,1,3,174
1,4,8,33,163,36,6,29,3,3,163
0,2,0,0,60,10,4,22,1,1,60
1,3,18,86,88,15,6,26,1,3,88
0,4,32,112,37,12,5,15,2,3,37
1,4,27,83,63,17,9,31,1,6,63
0,4,28,87,30,16,11,25,1,5,30
1,4,26,78,60,18,10,34,3,9,60
0,4,43,169,3,1,1,3,1,4,3
0,2,0,0,50,10,3,15,2,1,50
1,4,25,93,71,19,11,44,2,5,71
1,4,26,70,73,18,9,34,2,6,73
0,4,38,147,26,6,2,12,1,5,26
0,2,37,204,20,7,5,13,1,1,20
0,2,0,0,133,17,3,22,1,1,133
0,2,0,0,124,21,7,27,1,1,124
1,4,28,114,71,16,14,57,3,6,71
0,2,0,0,113,18,5,23,1,1,113
1,3,3,16,253,39,5,31,1,2,253
1,2,18,47,109,26,17,65,4,1,109
0,4,33,116,24,11,11,24,3,7,24
0,3,26,128,26,10,9,24,1,2,26
0,4,42,216,8,2,2,8,1,3,8
1,3,9,35,107,25,11,35,1,5,107
1,2,10,47,161,34,13,37,1,4,161
1,3,4,22,112,24,7,32,1,2,112
1,4,25,86,97,19,14,77,6,3,97
0,4,34,106,37,10,5,26,1,3,37
0,3,23,130,6,6,4,4,1,2,6
0,4,29,106,37,15,12,28,2,6,37
1,2,24,116,85,20,8,31,2,1,85
0,3,16,62,27,12,4,10,1,2,27
1,4,24,154,124,20,6,37,1,3,124
0,2,0,0,23,4,2,12,1,1,23
1,2,0,0,238,38,6,36,1,1,238
1,2,27,115,72,17,6,15,1,1,72
0,4,36,106,25,8,8,25,2,5,25
0,2,29,122,71,15,3,14,1,1,71
1,3,25,150,105,19,7,43,1,2,105
1,3,13,89,71,29,10,20,1,3,71
0,2,0,0,111,22,8,19,1,1,111
1,3,26,86,99,18,6,20,1,2,99
1,4,19,85,85,25,9,29,2,4,85
1,4,28,73,54,16,7,36,1,7,54
0,3,2,11,23,6,3,5,2,2,23
1,4,22,104,58,22,17,48,1,7,58
1,2,1,2,232,43,1,6,1,1,232
1,2,0,0,194,41,6,31,1,1,194
0,4,27,89,33,17,6,7,1,5,33
1,4,26,93,44,18,9,25,1,5,44
1,2,22,80,141,22,9,42,3,1,141
0,3,28,159,74,16,5,18,1,4,74
1,2,0,0,336,42,3,24,2,1,336
0,3,42,334,14,2,1,6,1,2,14
0,2,0,0,131,19,3,12,1,1,131
0,4,28,143,92,16,5,28,1,3,92
1,4,26,103,75,18,16,70,2,8,75
1,2,14,38,151,30,10,47,2,1,151
1,3,8,30,157,30,11,40,2,2,157
0,2,0,0,125,17,5,31,1,1,125
0,2,32,221,92,12,3,24,1,1,92
1,2,0,0,268,41,4,18,1,1,268
0,3,25,85,12,6,5,11,1,2,12
1,3,20,84,139,24,7,28,1,3,139
1,2,0,0,266,38,6,33,1,1,266
1,4,11,37,172,33,8,40,2,3,172
1,3,16,87,112,28,9,32,2,5,112
0,3,29,190,38,8,5,21,3,2,38
0,4,34,114,37,10,6,15,1,4,37
1,3,16,64,111,28,16,69,1,6,111
0,4,38,120,23,6,6,23,2,5,23
0,3,38,225,47,6,3,23,1,3,47
1,2,0,0,269,38,2,16,1,1,269
0,4,40,183,10,4,4,10,2,3,10
0,3,17,72,64,14,5,17,3,4,64
1,4,29,92,34,15,8,22,1,3,34
1,2,2,10,309,42,5,35,2,1,309
1,2,0,0,145,26,7,21,1,1,145
1,4,28,116,64,16,10,49,2,3,64
0,3,26,116,16,7,5,11,1,3,16
0,4,42,177,4,2,1,3,1,4,4
0,2,0,0,100,18,5,13,1,1,100
1,4,30,120,81,14,7,38,1,3,81
1,3,15,51,208,29,8,51,3,2,208
1,2,0,0,344,43,1,8,1,1,344
0,3,25,89,69,19,5,16,1,2,69
0,2,0,0,56,10,5,23,1,1,56
0,2,0,0,103,21,5,11,1,1,103
1,3,17,105,125,27,13,50,2,5,125
0,4,43,169,4,1,1,4,1,4,4
1,3,7,31,209,37,6,16,1,2,209
1,4,22,98,59,22,11,29,1,4,59
0,4,31,107,26,13,10,23,1,5,26
1,4,23,109,136,21,5,30,2,4,136
0,4,34,102,34,10,5,14,1,3,34
0,2,0,0,131,17,3,21,1,1,131
1,4,21,84,94,23,8,24,1,5,94
1,4,26,72,34,18,8,14,1,4,34
0,4,30,93,34,14,6,16,1,3,34
0,4,25,91,32,19,15,25,1,7,32
0,4,29,95,21,15,13,19,2,10,21
1,3,26,105,82,18,9,27,2,4,82
1,4,29,114,59,15,11,44,1,3,59
1,2,1,7,279,43,3,12,2,1,279
1,3,27,94,59,17,3,17,1,3,59
1,4,24,138,105,20,7,26,1,7,105
0,2,0,0,107,15,3,17,1,1,107
0,3,29,190,38,8,5,19,3,2,38
0,4,32,197,75,12,4,18,1,4,75
1,3,8,34,107,28,14,46,1,5,107
0,3,36,233,16,8,4,11,1,2,16
0,4,31,144,53,13,7,32,2,4,53
1,3,9,46,138,35,13,20,1,5,138
1,3,2,8,165,35,5,25,1,2,165
0,2,0,0,100,18,4,12,1,1,100
1,3,3,12,71,30,8,10,1,2,71
1,3,4,22,279,38,7,40,1,2,279
1,2,0,0,164,26,6,19,1,1,164
1,4,21,90,95,23,14,70,3,6,95
0,4,28,108,60,16,9,28,1,7,60
1,4,14,97,191,30,11,41,1,5,191
1,3,11,55,82,25,7,25,1,2,82
0,4,30,97,42,14,7,25,2,7,42
1,2,16,40,96,28,11,19,1,2,96
1,4,16,53,77,28,11,29,1,4,77
0,3,25,100,61,19,5,16,1,3,61
1,2,0,0,249,41,7,28,1,1,249
1,3,25,82,80,19,7,24,2,3,80
1,2,0,0,151,20,4,27,1,1,151
1,2,10,38,239,34,7,38,3,3,239
1,4,13,44,139,31,8,16,2,6,139
0,4,42,144,7,2,2,7,2,3,7
1,4,7,31,276,37,13,98,1,4,276
0,4,32,84,34,12,6,22,1,3,34
0,4,32,101,34,12,7,23,1,3,34
1,4,30,115,59,14,10,44,1,3,59
1,2,14,57,183,30,5,17,1,1,183
0,4,34,110,35,10,5,19,3,4,35
1,3,1,2,332,42,8,60,1,2,332
0,4,29,95,42,15,8,28,2,8,42
0,4,41,196,9,3,2,7,1,3,9
0,4,35,99,26,9,9,26,3,8,26
1,2,0,0,182,38,6,13,1,1,182
0,4,37,125,43,7,1,2,1,3,43
0,2,30,176,86,14,5,32,2,1,86
1,4,28,114,74,16,9,49,1,4,74
0,4,32,134,62,12,4,23,1,3,62
1,4,25,89,74,19,9,34,1,6,74
1,4,27,136,71,17,10,55,2,4,71
1,2,0,0,213,40,10,35,1,1,213
1,4,25,82,84,19,4,18,1,5,84
0,4,33,159,36,11,5,19,1,3,36
1,3,15,52,158,29,8,24,2,2,158
1,3,3,15,82,20,6,31,2,2,82
0,4,34,114,31,10,8,28,2,4,31
1,4,23,89,74,21,8,26,1,4,74
1,4,13,64,98,31,16,32,2,6,98
0,3,25,168,82,16,6,23,1,3,82
1,2,10,42,194,34,5,17,1,1,194
1,2,0,0,232,34,7,38,1,1,232
1,3,9,43,232,35,5,25,1,2,232
0,3,24,153,91,15,5,16,2,3,91
1,4,19,80,98,25,12,53,2,6,98
1,4,21,63,73,23,10,29,2,6,73
1,2,20,118,137,24,8,36,1,1,137
1,2,4,20,148,40,9,27,1,3,148
1,4,12,89,191,32,7,17,1,4,191
0,3,25,154,83,19,4,12,1,2,83
1,4,21,113,83,23,12,35,2,6,83
1,2,1,6,257,43,2,13,1,1,257
1,2,0,0,268,41,4,18,1,1,268
0,3,28,118,45,16,10,26,1,4,45
1,2,20,88,135,24,6,28,2,1,135
1,4,29,96,71,15,9,37,5,5,71
1,2,12,96,155,32,3,6,1,1,155
0,3,32,154,36,12,9,26,1,3,36
1,4,31,106,52,13,8,34,2,5,52
1,4,14,53,161,30,11,44,2,5,161
0,2,0,0,114,17,3,16,1,1,114
1,3,5,20,73,22,5,12,1,2,73
1,2,8,40,161,36,13,29,1,4,161
1,2,10,36,191,34,10,51,1,2,191
1,2,4,21,297,40,2,15,1,1,297
1,3,20,82,115,24,9,43,2,3,115
1,4,18,74,84,26,18,52,1,8,84
1,4,25,104,48,19,11,28,1,5,48
1,4,25,89,74,19,9,34,1,6,74
1,4,21,76,86,23,10,35,2,3,86
1,4,25,81,54,19,8,34,1,3,54
1,2,0,0,342,43,1,6,1,1,342
0,2,0,0,37,10,6,25,2,1,37
1,4,23,100,59,21,10,29,1,4,59
0,3,20,82,57,23,9,32,1,3,57
0,3,25,129,109,19,5,17,1,2,109
0,2,25,127,53,19,6,13,1,2,53
1,3,10,46,103,34,12,26,1,3,103
1,4,32,92,37,12,9,27,2,4,37
1,2,14,48,218,30,8,47,1,2,218
0,2,0,0,99,17,6,31,1,1,99
1,4,20,127,167,24,4,21,1,3,167
0,2,24,97,68,20,8,20,2,2,68
1,3,21,108,71,18,12,58,2,3,71
1,2,13,62,135,31,12,16,1,2,135
1,3,14,58,140,30,9,23,2,3,140
1,3,6,25,225,35,8,28,1,2,225
0,4,30,100,34,14,5,17,1,3,34
